-0.00908915,0.0110958
-0.00908915,0.0110958
-0.00908915,0.0110958
-0.00908915,0.0110958
-0.00908915,0.0110958
-0.00908915,0.0110958
1.22298e-11,0.0332873
1.22298e-11,0.0332873
1.22298e-11,0.0332873
0.0999807,0.133149
0.0999807,0.133149
0.309031,0.355065
0.309031,0.355065
0.309031,0.355065
0.64533,0.687938
0.64533,0.687938
1.11797,1.15396
1.11797,1.15396
1.11797,1.15396
1.72694,1.74204
1.72694,1.74204
2.48134,2.44107
2.48134,2.44107
2.48134,2.44107
3.34481,3.26216
3.34481,3.26216
4.33553,4.1942
4.33553,4.1942
4.33553,4.1942
5.38987,5.19282
5.38987,5.19282
6.48966,6.22473
6.48966,6.22473
6.48966,6.22473
7.55309,7.22335
7.55309,7.22335
8.5529,8.17759
8.5529,8.17759
8.5529,8.17759
9.48,9.07635
9.48,9.07635
10.3344,9.89743
10.3344,9.89743
10.3344,9.89743
11.1251,10.663
11.1251,10.663
11.8341,11.3621
11.8341,11.3621
11.8341,11.3621
12.4794,11.9834
12.4794,11.9834
13.052,12.5493
13.052,12.5493
13.052,12.5493
13.5701,13.0486
13.5701,13.0486
14.0246,13.4814
14.0246,13.4814
14.0246,13.4814
14.4245,13.8586
14.4245,13.8586
14.8244,14.1804
14.8244,14.1804
14.8244,14.1804
15.3062,14.4689
15.3062,14.4689
15.9515,14.7463
15.9515,14.7463
15.9515,14.7463
16.8059,15.0459
16.8059,15.0459
17.8329,15.3676
17.8329,15.3676
17.8329,15.3676
19.0327,15.7227
19.0327,15.7227
20.3961,16.1
20.3961,16.1
20.3961,16.1
21.8958,16.5105
21.8958,16.5105
23.4955,16.9432
23.4955,16.9432
23.4955,16.9432
25.077,17.3649
25.077,17.3649
26.604,17.7643
26.604,17.7643
26.604,17.7643
28.0583,18.1416
28.0583,18.1416
29.4035,18.4966
29.4035,18.4966
29.4035,18.4966
30.685,18.8295
30.685,18.8295
31.8575,19.1291
31.8575,19.1291
31.8575,19.1291
