0.01 0.01 0 0 0 0
0.00945378 0.0181735 -2.18937 0.366867 0.818763 0.05
0.0370172 0.0299342 2.77638 -0.536417 -0.219572 0.06
0.0471663 0.0413821 -1.85782 0.784852 -0.772366 0.06
0.0464919 0.0413421 1.36401 0.0203767 -0.612271 0.05
0.0471329 0.0443976 0.572126 0.312203 -0.791886 0.01
0.0414082 0.0400447 0.884037 -0.360678 0.155955 0.02
0.0435965 0.0422888 0.539889 0.157304 -0.172074 0.02
0.0282972 0.0347478 0.294087 -0.569836 -0.0819342 0.03
0.0296598 0.0330296 -2.43594 0.0380374 -0.341253 0.08
0.0293606 0.0324015 -2.50151 0.929869 -0.906965 0.07
0.0309268 0.0384597 -0.297296 -0.288789 0.84874 0.1
0.0408887 0.0593664 2.05865 -0.609146 -0.490905 0.08
0.0482632 0.0561491 2.78427 0.688887 -0.617507 0.09
0.0477921 0.0554776 -0.20793 0.0265852 0.658198 0.05
0.0493344 0.05663 2.05784 0.0594076 0.566442 0.04
0.0881088 0.0897061 -0.945675 0.764325 -0.300351 0.1
0.0891267 0.0934562 -1.82548 0.397125 0.900563 0.06
0.0867919 0.0844878 -1.17706 0.926738 0.648418 0.01
0.093003 0.096635 2.50693 -0.594429 -0.866397 0.03
0.0978875 0.0813115 1.04263 -0.251188 -0.209186 0.07
0.0995163 0.0879328 2.59615 0.457625 0.979588 0.08
0.0974062 0.086864 -1.15126 0.0621698 0.507156 0.05
0.11464 0.105644 2.22687 -0.735241 -0.581011 0.05
0.125697 0.131792 -0.307831 0.623692 -0.42245 0.06
0.127819 0.133246 0.616462 -0.249198 -0.893149 0.06
0.151752 0.156879 1.05009 0.847082 0.108406 0.04
0.151745 0.158064 1.35692 -0.283114 -0.747044 0.08
0.151576 0.155118 0.817678 -0.458304 -0.852803 0.08
0.143133 0.159765 -2.81561 -0.472755 -0.991647 0.1
0.171299 0.165818 3.12473 -0.964514 -0.114283 0.03
0.179083 0.167713 -2.1362 -0.414029 0.511128 0.02
0.178451 0.170315 0.274914 -0.112119 0.803705 0.03
0.179493 0.170076 -1.63479 0.0575431 -0.910321 0.09
0.179835 0.175412 -2.42367 -0.534699 -0.788881 0.01
0.18581 0.180631 -3.02489 -0.793383 -0.601228 0.01
0.183371 0.184727 0.190955 0.178455 -0.766834 0.04
0.190369 0.18608 -0.22112 0.712796 -0.412076 0.01
0.192133 0.187756 1.02086 -0.147388 -0.720173 0.07
0.197437 0.196518 1.04335 0.512076 0.0112456 0.02
0.22399 0.231049 0.723131 0.874792 -0.0640434 0.05
0.233002 0.221385 -2.00867 -0.238387 0.355138 0.1
0.237533 0.226711 -3.0772 -0.362503 -0.534262 0.02
0.234557 0.236118 1.27357 -0.425334 0.725128 0.06
0.23671 0.232648 -2.73642 -0.126177 0.5683 0.04
0.26062 0.270679 -1.32621 -0.697011 0.201458 0.07
0.271742 0.278709 -3.05592 0.576013 0.650496 0.07
0.262772 0.277938 2.55288 0.900341 -0.674379 0.01
0.262805 0.278032 0.353329 -0.00250713 0.453737 0.09
0.26612 0.279254 0.86648 0.353254 0.51315 0.01
0.267674 0.27108 2.90583 -0.124149 0.254919 0.08
0.283127 0.280859 -1.4575 -0.355655 0.319975 0.06
0.30121 0.300903 2.56621 -0.831955 -0.564869 0.04
0.307571 0.319156 -0.760616 0.634004 -0.665364 0.05
0.308545 0.317283 -0.484946 0.693809 0.936979 0.07
0.323978 0.33627 2.71929 0.555398 0.457748 0.07
0.330215 0.333468 2.48066 -0.683765 -0.238623 0.01
0.3316 0.331348 0.826769 -0.16375 -0.992135 0.08
0.343912 0.341251 0.229156 0.798934 -0.298806 0.02
0.354514 0.34562 1.37838 0.846605 0.825823 0.09
0.354419 0.345465 1.35207 0.472195 0.695209 0.09
0.352325 0.341781 0.160342 -0.221638 -0.595865 0.02
